Line,DataOwnerCode,DestinationCode,DestinationName50,LineDirection,LineName,LinePlanningNumber,LinePublicNumber,LineWheelchairAccessible,TransportType
ARR_28123_2,ARR,2613,Jouswier,2,"Jouswier - Dokkum, Busstation",28123,7411,NOTACCESSIBLE,BUS
ARR_28123_1,ARR,1706,Dokkum Busstation,1,"Jouswier - Dokkum, Busstation",28123,7411,NOTACCESSIBLE,BUS
ARR_16013_1,ARR,3043,Station Centrum,1,Station via Kempenaar - Batavia Stad,16013,13,ACCESSIBLE,BUS
AVV_100554_2,AVV,1614,Diepenbenden,2,54ALT,100554,54AL,UNKNOWN,BUS
AVV_100301_2,AVV,1480,Herzogenrath Bahnhof,2,,100301,HZ1,UNKNOWN,BUS
ARR_16013_2,ARR,3022,Batavia Stad,2,Station via Kempenaar - Batavia Stad,16013,13,ACCESSIBLE,BUS
ARR_51114_1,ARR,1721,Leeuwarden,1,Leeuwarden via Drachten - Assen,51114,114,UNKNOWN,BUS
ARR_51114_2,ARR,2313,Assen,2,Leeuwarden via Drachten - Assen,51114,114,UNKNOWN,BUS
ARR_26617_2,ARR,5601,Holtum,2,Sittard via NedCar - Holtum,26617,617,UNKNOWN,BUS
ARR_16409_2,ARR,3006,Station Centrum,2,Via Golfpark en Parkhaven naar Station,16409,9,UNKNOWN,BUS
RET_924_1,RET,BHMRDPLN,Heemraadsplein,1,Pendelbus tbv tramlijn 4 Heemraadsplein - Dijkzigt,924,704,UNKNOWN,BUS
KEOLIS_5195_1,KEOLIS,5148,IJsselstein,1,Schoonhoven - IJsselstein (-Utrecht) via Benschop,5195,195,ACCESSIBLE,BUS
KEOLIS_5195_2,KEOLIS,5126,Benschop,2,Schoonhoven - IJsselstein (-Utrecht) via Benschop,5195,195,ACCESSIBLE,BUS
RET_28_2,RET,BHGVM---,Hoogvliet Metro,2,Hoogvliet Metro - Zalmplaat,28,63,UNKNOWN,BUS
RET_1602_1,RET,BOVERHK-,Overhoeken,1,Buurtbus Antes,1602,612,UNKNOWN,BUS
ARR_28345_1,ARR,1748,Kop Afsluitdijk,1,"Makkum, Botterstraat - Kop Afsluitdijk",28345,9281,NOTACCESSIBLE,BUS
ARR_28345_2,ARR,2640,Makkum Botterstraat,2,"Makkum, Botterstraat - Kop Afsluitdijk",28345,9281,NOTACCESSIBLE,BUS
AVV_100817_1,AVV,2020,Vossenack Gymnasium,1,,100817,V,UNKNOWN,BUS
HTM_24_2,HTM,582;582,Station DH Mariahoeve,2,Lijn 24: Kijkduin - Station Mariahoeve,24,24,UNKNOWN,BUS
QBUZZ_g565_1,QBUZZ,102,Hoofdstation,1,Zernike - Hoofdstation,g565,15,ACCESSIBLE,BUS
HTM_24_1,HTM,980;980,Den Haag Kijkduin,1,Lijn 24: Kijkduin - Station Mariahoeve,24,24,UNKNOWN,BUS
QBUZZ_g565_2,QBUZZ,1630,Zernike Noord,2,Zernike - Hoofdstation,g565,15,ACCESSIBLE,BUS
AVV_100817_2,AVV,2093,Zweifall - Alt-Breinig,2,,100817,V,UNKNOWN,BUS
ARR_26011_2,ARR,5386,Maastricht,2,Maastricht Station via Centrum - Station.,26011,11,UNKNOWN,BUS
CXX_L052_1,CXX,L05216060,Brouwhuis,1,Helmond Station - Rijpelberg,L052,52,ACCESSIBLE,BUS
RET_1602_2,RET,BPTGRHOO,Poortugaal via Rhoon,2,Buurtbus Antes,1602,612,UNKNOWN,BUS
ARR_28256_2,ARR,2723,Terherne Gravinnewei,2,"Terherne, Gravinnewei - Akkrum, Station",28256,8391,NOTACCESSIBLE,BUS
CXX_M169_2,CXX,M169013932,Hoofddorp Stat. via Hfd. Centrum,2,Hoofddorp: Station - Spaarne Gasthuis - SKWA,M169,169,ACCESSIBLE,BUS
ARR_28256_1,ARR,1717,Akkrum Station,1,"Terherne, Gravinnewei - Akkrum, Station",28256,8391,NOTACCESSIBLE,BUS
CXX_H028_2,CXX,H028025152,Veerhaven via Den Burg,2,Texel Veerhaven - Den Burg - De Koog,H028,28,ACCESSIBLE,BUS
CXX_M169_1,CXX,M16901396,Hoofddorp Spaarne Gasthuis,1,Hoofddorp: Station - Spaarne Gasthuis - SKWA,M169,169,ACCESSIBLE,BUS
CXX_H028_1,CXX,H02802508,De Koog Nikadel,1,Texel Veerhaven - Den Burg - De Koog,H028,28,ACCESSIBLE,BUS
CXX_L052_2,CXX,L05216064,Helmond Station,2,Helmond Station - Rijpelberg,L052,52,ACCESSIBLE,BUS
ARR_22250_2,ARR,9000,Den Bosch,2,Bokhoven - 's-Hertogenbosch CS,22250,250,UNKNOWN,BUS
KEOLIS_4594_2,KEOLIS,4507,Daarlerveen,2,Daarlerveen/Den Ham - Nijverdal,4594,594,ACCESSIBLE,BUS
ARR_22250_1,ARR,9816,Bokhoven,1,Bokhoven - 's-Hertogenbosch CS,22250,250,UNKNOWN,BUS
KEOLIS_4594_1,KEOLIS,4513,Nijverdal,1,Daarlerveen/Den Ham - Nijverdal,4594,594,ACCESSIBLE,BUS
CXX_A331_2,CXX,A33109335,Velp Zuid,2,Velp Zuid - Nijmegen Weezenhof,A331,331,ACCESSIBLE,BUS
CXX_A331_1,CXX,A33117728,Nijmegen Weezenhof,1,Velp Zuid - Nijmegen Weezenhof,A331,331,ACCESSIBLE,BUS
ARR_28541_2,ARR,3053,Koudum Centrum,2,"Koudum, Centrum - Workum, Station",28541,9441,NOTACCESSIBLE,BUS
ARR_28541_1,ARR,1782,Workum Station,1,"Koudum, Centrum - Workum, Station",28541,9441,NOTACCESSIBLE,BUS
CXX_A002_1,CXX,A00200990,De Laar West,1,Arnhem CS - De Laar West,A002,2,ACCESSIBLE,BUS
ARR_28598_2,ARR,2858,Jubbega,2,"Jubbega - Heerenveen, Busstation",28598,6821,NOTACCESSIBLE,BUS
AVV_100016_2,AVV,1419,Aachen Bushof,2,,100016,16,UNKNOWN,BUS
ARR_28598_1,ARR,1722,Heerenveen Busstation,1,"Jubbega - Heerenveen, Busstation",28598,6821,NOTACCESSIBLE,BUS
AVV_100016_1,AVV,1501,Sief Magelspfad,1,,100016,16,UNKNOWN,BUS
QBUZZ_g312_2,QBUZZ,507,Stadskanaal,2,Stadskanaal - Gieten - Groningen,g312,312,ACCESSIBLE,BUS
QBUZZ_g312_1,QBUZZ,850,Groningen,1,Stadskanaal - Gieten - Groningen,g312,312,ACCESSIBLE,BUS
CXX_L119_1,CXX,L11915928,Eindhoven Station,1,Eindhoven Station - Veldhoven ASML,L119,119,NOTACCESSIBLE,BUS
CXX_L119_2,CXX,L11916200,ASML Veldhoven,2,Eindhoven Station - Veldhoven ASML,L119,119,NOTACCESSIBLE,BUS
ARR_28465_2,ARR,2797,Luxwoude Hegedyk,2,"Luxwoude - Heerenveen, Busstation",28465,6211,NOTACCESSIBLE,BUS
ARR_28465_1,ARR,1722,Heerenveen Busstation,1,"Luxwoude - Heerenveen, Busstation",28465,6211,NOTACCESSIBLE,BUS
ARR_28003_1,ARR,1706,Dokkum Busstation,1,"Ezumazijl - Dokkum, Busstation",28003,7021,NOTACCESSIBLE,BUS
ARR_28003_2,ARR,2551,Ezumazijl,2,"Ezumazijl - Dokkum, Busstation",28003,7021,NOTACCESSIBLE,BUS
ARR_51091_2,ARR,1722,Heerenveen,2,Sneek - Heerenveen,51091,91,UNKNOWN,BUS
ARR_51091_1,ARR,1723,Sneek,1,Sneek - Heerenveen,51091,91,UNKNOWN,BUS
CXX_C144_2,CXX,C14409704,Zeewolde,2,Harderwijk - Zeewolde,C144,144,ACCESSIBLE,BUS
CXX_C144_1,CXX,C14401168,Harderwijk,1,Harderwijk - Zeewolde,C144,144,ACCESSIBLE,BUS
ARR_28291_2,ARR,2657,Sint Nicolaasga Centrum,2,"Sint Nicolaasga - Joure, Busstation",28291,8771,NOTACCESSIBLE,BUS
ARR_28291_1,ARR,1787,Joure Busstation,1,"Sint Nicolaasga - Joure, Busstation",28291,8771,NOTACCESSIBLE,BUS
RET_3_2,RET,SALX----,Station Alexander,2,Station Alexander -Schollevaar,3,30,UNKNOWN,BUS
ARR_28095_1,ARR,2532,Dokkum Sionsberg,1,"Oostmahorn, Esonstad - Dokkum, Sionsberg",28095,7312,NOTACCESSIBLE,BUS
ARR_28095_2,ARR,1733,Oostmahorn Esonstad,2,"Oostmahorn, Esonstad - Dokkum, Sionsberg",28095,7312,NOTACCESSIBLE,BUS
ARR_28118_2,ARR,2549,Engwierum,2,"Engwierum - Dokkum, Sionsberg",28118,7392,NOTACCESSIBLE,BUS
ARR_28118_1,ARR,2532,Dokkum Sionsberg,1,"Engwierum - Dokkum, Sionsberg",28118,7392,NOTACCESSIBLE,BUS
EBS_2404_2,EBS,2019,Brielle via Rockanje,2,Rockanje - Hellevoetsluis - Spijkenisse,2404,404,ACCESSIBLE,BUS
AVV_100021_2,AVV,1533,Lintert Friedhof,2,,100021,21,UNKNOWN,BUS
EBS_2404_1,EBS,2000,Spijkenisse,1,Rockanje - Hellevoetsluis - Spijkenisse,2404,404,ACCESSIBLE,BUS
AVV_100021_1,AVV,7f104c7907,Bus,1,,100021,21,UNKNOWN,BUS
QBUZZ_d028_1,QBUZZ,426,Meppel via Dieverbrug,1,Meppel - Beilen,d028,28,ACCESSIBLE,BUS
CXX_Z985_2,CXX,Z98503321,Strijensas Kerkplein,2,Strijensas s'Gravendeel,Z985,OVoM,NOTACCESSIBLE,BUS
CXX_Z985_1,CXX,Z98503222,'s-Gravendeel Weegje,1,Strijensas s'Gravendeel,Z985,OVoM,NOTACCESSIBLE,BUS
RET_3_1,RET,SLVA----,Schollevaar,1,Station Alexander -Schollevaar,3,30,UNKNOWN,BUS
CXX_Z669_1,CXX,Z66903266,Oud-Beijerland Scholengemeenschap,1,Willemstad-Oud-Beijerland,Z669,669,ACCESSIBLE,BUS
CXX_Z669_2,CXX,Z66903327,Willemstad Steenpad,2,Willemstad-Oud-Beijerland,Z669,669,ACCESSIBLE,BUS
CXX_X006_2,CXX,X00616112,Station Dukenburg,2,Nijmegen Station Dukenburg - CS - Neerbosch Oost,X006,6,ACCESSIBLE,BUS
CXX_X006_1,CXX,X00617830,Neerbosch-Oost,1,Nijmegen Station Dukenburg - CS - Neerbosch Oost,X006,6,ACCESSIBLE,BUS
ARR_28314_2,ARR,2705,Scharnegoutum Rotonde,2,"Scharnegoutum - Sneek, Busstation",28314,8961,NOTACCESSIBLE,BUS
KEOLIS_6422_1,KEOLIS,6189,Station Buiten via Station Centrum,1,Lijn N22 Leidseplein - Poort - Almere Buiten,6422,N22,ACCESSIBLE,BUS
ARR_28314_1,ARR,1723,Sneek Busstation,1,"Scharnegoutum - Sneek, Busstation",28314,8961,NOTACCESSIBLE,BUS
KEOLIS_6422_2,KEOLIS,6123,Amsterdam Leidseplein,2,Lijn N22 Leidseplein - Poort - Almere Buiten,6422,N22,ACCESSIBLE,BUS
CXX_M191_1,CXX,M19101424,Anchoragelaan Schiphol-ZO,1,(Knooppunt Noord) - P30 - Schiphol Anchoragelaan,M191,191,ACCESSIBLE,BUS
CXX_M191_2,CXX,M19101430,Schiphol P30,2,(Knooppunt Noord) - P30 - Schiphol Anchoragelaan,M191,191,ACCESSIBLE,BUS
ARR_28358_2,ARR,2616,Kolderwolde,2,"Kolderwolde - Hemelum, Flinkeboskje",28358,9512,NOTACCESSIBLE,BUS
ARR_28358_1,ARR,1725,Hemelum Flinkeboskje,1,"Kolderwolde - Hemelum, Flinkeboskje",28358,9512,NOTACCESSIBLE,BUS
CXX_A566_2,CXX,A56630104,Spijk,2,Spijk - Zevenaar Station,A566,566,NOTACCESSIBLE,BUS
CXX_A566_1,CXX,A56601128,Zevenaar Station,1,Spijk - Zevenaar Station,A566,566,NOTACCESSIBLE,BUS
CXX_L291_2,CXX,L29110986,Middelbeers,2,Middelbeers - Hoogeloon - Hapert - Bladel,L291,291,NOTACCESSIBLE,BUS
CXX_L291_1,CXX,L29117788,Netersel Carolus Simplexplein,1,Middelbeers - Hoogeloon - Hapert - Bladel,L291,291,NOTACCESSIBLE,BUS
EBS_3071_1,EBS,3060,Station Lansingerland,1,Centrum West - Rokkeveen - Station Lansingerland,3071,71,ACCESSIBLE,BUS
EBS_3071_2,EBS,3013,Centrum West,2,Centrum West - Rokkeveen - Station Lansingerland,3071,71,ACCESSIBLE,BUS
QBUZZ_d028_2,QBUZZ,1811,Dwingeloo via Dieverbrug,2,Meppel - Beilen,d028,28,ACCESSIBLE,BUS
ARR_28171_2,ARR,2552,Firdgum,2,Firdgum - Sint Annaparochie,28171,7941,NOTACCESSIBLE,BUS
ARR_28554_2,ARR,2837,Drogeham Centrum,2,"Drogeham - Buitenpost, Station",28554,6511,NOTACCESSIBLE,BUS
ARR_28554_1,ARR,1739,Buitenpost Station,1,"Drogeham - Buitenpost, Station",28554,6511,NOTACCESSIBLE,BUS
ARR_28171_1,ARR,2506,St. Annaparochie,1,Firdgum - Sint Annaparochie,28171,7941,NOTACCESSIBLE,BUS
ARR_22157_2,ARR,9430,Eindhoven,2,Oss - Eindhoven,22157,157,UNKNOWN,BUS
ARR_26037_1,ARR,5589,Sittard Station,1,Sittard via Merkelbeek - Brunssum,26037,37,UNKNOWN,BUS
ARR_26037_2,ARR,5315,Brunssum,2,Sittard via Merkelbeek - Brunssum,26037,37,UNKNOWN,BUS
ARR_6665_2,ARR,6087,Den Bosch,2,Dreumel - 's-Hertogenbosch,6665,665,UNKNOWN,BUS
ARR_28421_2,ARR,2567,Garyp Dorp,2,"Garyp, Dorp - Nijega, Rijksweg",28421,6062,NOTACCESSIBLE,BUS
ARR_28421_1,ARR,2650,Nijega Rijksweg,1,"Garyp, Dorp - Nijega, Rijksweg",28421,6062,NOTACCESSIBLE,BUS
ARR_22157_1,ARR,9045,Oss,1,Oss - Eindhoven,22157,157,UNKNOWN,BUS
ARR_31179_2,ARR,5781,Toverland,2,Horst Station - Toverland,31179,79,UNKNOWN,BUS
KEOLIS_4593_1,KEOLIS,4514,Oldenzaal,1,De Lutte - Oldenzaal,4593,593,ACCESSIBLE,BUS
ARR_31179_1,ARR,5672,Horst Station,1,Horst Station - Toverland,31179,79,UNKNOWN,BUS
CXX_F321_2,CXX,F32101284,Huizen Busstation,2,Huizen - Amsterdam Station Zuid,F321,321,ACCESSIBLE,BUS
CXX_F321_1,CXX,F32101357,Amsterdam Zuid/VU,1,Huizen - Amsterdam Station Zuid,F321,321,ACCESSIBLE,BUS
ARR_6665_1,ARR,6013,Rossum,1,Dreumel - 's-Hertogenbosch,6665,665,UNKNOWN,BUS
AVV_100404_1,AVV,1787,Hoengen - Südpark - Mariadorf Dreieck,1,,100404,AL4,UNKNOWN,BUS
KEOLIS_4593_2,KEOLIS,4508,De Lutte,2,De Lutte - Oldenzaal,4593,593,ACCESSIBLE,BUS
AVV_100404_2,AVV,1786,Blumenrath - Mariadorf Dreieck,2,,100404,AL4,UNKNOWN,BUS
ARR_17003_1,ARR,1982,Station,1,Station - Goverwelle,17003,3,UNKNOWN,BUS
ARR_17003_2,ARR,1922,Goverwelle,2,Station - Goverwelle,17003,3,UNKNOWN,BUS
KEOLIS_5522_2,KEOLIS,5209,Weesp,2,Weesp - Vreeland,5522,522,ACCESSIBLE,BUS
KEOLIS_4264_1,KEOLIS,4328,Almelo CS,1,Denekamp - Almelo,4264,264,ACCESSIBLE,BUS
KEOLIS_5522_1,KEOLIS,5418,Vreeland,1,Weesp - Vreeland,5522,522,ACCESSIBLE,BUS
ARR_28082_1,ARR,1706,Dokkum Busstation,1,"Moddergat - Dokkum, Busstation",28082,7271,NOTACCESSIBLE,BUS
ARR_28082_2,ARR,2641,Moddergat,2,"Moddergat - Dokkum, Busstation",28082,7271,NOTACCESSIBLE,BUS
QBUZZ_m491_1,QBUZZ,3369,Rotterdam Zuidplein,1,Rotterdam Zuidplein - Papendrecht - Sliedrecht,m491,491,ACCESSIBLE,BUS
QBUZZ_m491_2,QBUZZ,3376,Sliedrecht,2,Rotterdam Zuidplein - Papendrecht - Sliedrecht,m491,491,ACCESSIBLE,BUS
ARR_25377_2,ARR,5648,Roermond,2,Venlo via Kessel - Roermond,25377,377,UNKNOWN,BUS
ARR_25377_1,ARR,5699,Venlo,1,Venlo via Kessel - Roermond,25377,377,UNKNOWN,BUS
ARR_51593_1,ARR,1723,Sneek,1,Sneek - Leeuwarden,51593,593,UNKNOWN,BUS
ARR_51593_2,ARR,1721,Leeuwarden,2,Sneek - Leeuwarden,51593,593,UNKNOWN,BUS
QBUZZ_g075_1,QBUZZ,506,Stadskanaal,1,Stadskanaal - Emmen,g075,75,ACCESSIBLE,BUS
QBUZZ_g075_2,QBUZZ,282,Emmen,2,Stadskanaal - Emmen,g075,75,ACCESSIBLE,BUS
DELIJN_73292_2,DELIJN,92817431da,Tilburg Centraal Station perron B,2,Tilburg - Poppel - Turnhout,73292,450,UNKNOWN,BUS
DELIJN_73292_1,DELIJN,f2d039062d,Turnhout Station perron 4,1,Tilburg - Poppel - Turnhout,73292,450,UNKNOWN,BUS
ARR_28225_1,ARR,1836,Winsum Busstation,1,"Leons - Winsum, Busstation",28225,8152,NOTACCESSIBLE,BUS
QBUZZ_u044_1,QBUZZ,2794,Vianen Hoef en Haag,1,Houten - Vianen,u044,44,ACCESSIBLE,BUS
QBUZZ_u044_2,QBUZZ,2708,Houten Station,2,Houten - Vianen,u044,44,ACCESSIBLE,BUS
ARR_28225_2,ARR,2626,Leons,2,"Leons - Winsum, Busstation",28225,8152,NOTACCESSIBLE,BUS
AVV_100034_2,AVV,1614,Diepenbenden,2,,100034,34,UNKNOWN,BUS
AVV_100034_1,AVV,1608,Kerkrade Busstation,1,,100034,34,UNKNOWN,BUS
CXX_F005_1,CXX,F00501303,Hilversum Station,1,Bussum Station - Meent - Hilversum Station,F005,5,ACCESSIBLE,BUS
CXX_F005_2,CXX,F00501274,Bussum Station,2,Bussum Station - Meent - Hilversum Station,F005,5,ACCESSIBLE,BUS
ARR_28447_2,ARR,2664,Oudega (S) Buorren,2,"Oudega - Nijega, Rijksweg",28447,6152,NOTACCESSIBLE,BUS
ARR_28447_1,ARR,2650,Nijega Rijksweg,1,"Oudega - Nijega, Rijksweg",28447,6152,NOTACCESSIBLE,BUS
ARR_28029_1,ARR,2673,Oentsjerk Heemstrastate,1,Lichtaard - Oentsjerk,28029,7103,NOTACCESSIBLE,BUS
ARR_28029_2,ARR,2625,Lichtaard,2,Lichtaard - Oentsjerk,28029,7103,NOTACCESSIBLE,BUS
ARR_23132_2,ARR,9316,Baarle Nassau,2,Breda - Baarle-Nassau,23132,132,UNKNOWN,BUS
KEOLIS_5905_1,KEOLIS,5161,Montfoort,1,Woerden - Montfoort,5905,5,ACCESSIBLE,BUS
ARR_23132_1,ARR,9341,Breda,1,Breda - Baarle-Nassau,23132,132,UNKNOWN,BUS
KEOLIS_5905_2,KEOLIS,5213,Woerden,2,Woerden - Montfoort,5905,5,ACCESSIBLE,BUS
QBUZZ_w023_1,QBUZZ,3465,Sliedrecht Middeldiep,1,"Dordrecht, Merwekade - Sliedrecht, Middeldiep",w023,23,ACCESSIBLE,BOAT
ARR_28105_1,ARR,1739,Buitenpost Station,1,"Westergeest - Buitenpost, Station",28105,7343,NOTACCESSIBLE,BUS
ARR_28105_2,ARR,2755,Westergeest Dorp,2,"Westergeest - Buitenpost, Station",28105,7343,NOTACCESSIBLE,BUS
ARR_25662_2,ARR,5666,Herkenbosch,2,Roermond - Herkenbosch,25662,662,UNKNOWN,BUS
QBUZZ_w023_2,QBUZZ,3461,Dordrecht Merwekade,2,"Dordrecht, Merwekade - Sliedrecht, Middeldiep",w023,23,ACCESSIBLE,BOAT
QBUZZ_d094_1,QBUZZ,251,Coevorden,1,Emmen - Klazienaveen - Coevorden,d094,94,ACCESSIBLE,BUS
QBUZZ_d094_2,QBUZZ,282,Emmen,2,Emmen - Klazienaveen - Coevorden,d094,94,ACCESSIBLE,BUS
KEOLIS_5709_1,KEOLIS,5036,Leusderkwartier,1,Station - Leusderkwartier,5709,9,ACCESSIBLE,BUS
ARR_51825_2,ARR,2398,Vlinder,2,Vlinder Leeuwarden Zuid,51825,825,UNKNOWN,BUS
CXX_M347_1,CXX,M34738244,Amsterdam Elandsgracht,1,Uithoorn Busstation - Amsterdam Elandsgracht,M347,347,ACCESSIBLE,BUS
KEOLIS_5709_2,KEOLIS,102,Centraal Station,2,Station - Leusderkwartier,5709,9,ACCESSIBLE,BUS
ARR_28510_2,ARR,2558,Fochteloo,2,"Fochteloo - Oosterwolde, Busstation",28510,6281,NOTACCESSIBLE,BUS
ARR_28510_1,ARR,2315,Oosterwolde Busstation,1,"Fochteloo - Oosterwolde, Busstation",28510,6281,NOTACCESSIBLE,BUS
ARR_17016_1,ARR,1935,Leiden Centraal,1,Leiden Centraal - Leiderdorp Leyhof,17016,6,UNKNOWN,BUS
CXX_M347_2,CXX,M34701433,Uithoorn Busst.,2,Uithoorn Busstation - Amsterdam Elandsgracht,M347,347,ACCESSIBLE,BUS
QBUZZ_d104_1,QBUZZ,1691,Station via Centrum,1,Stadsdienst Emmen Bargeres,d104,4,ACCESSIBLE,BUS
ARR_28301_2,ARR,2635,Lytsewierrum,2,"Lytsewierrum - Wommels, Provinciale weg",28301,8862,NOTACCESSIBLE,BUS
ARR_28301_1,ARR,1882,Wommels Provinciale weg,1,"Lytsewierrum - Wommels, Provinciale weg",28301,8862,NOTACCESSIBLE,BUS
ARR_17016_2,ARR,1946,Leiderdorp,2,Leiden Centraal - Leiderdorp Leyhof,17016,6,UNKNOWN,BUS
CXX_Z167_1,CXX,Z16703232,Heinenoord Busstation,1,Strijen-Heinenoord,Z167,167,ACCESSIBLE,BUS
CXX_Z167_2,CXX,Z16703316,Strijen Julianastraat,2,Strijen-Heinenoord,Z167,167,ACCESSIBLE,BUS
CXX_Z643_2,CXX,Z64302718,St.Annaland Dorpsweg,2,St.Annaland - Goes,Z643,643,NOTACCESSIBLE,BUS
CXX_Z643_1,CXX,Z64302588,Goes Station,1,St.Annaland - Goes,Z643,643,NOTACCESSIBLE,BUS
ARR_28238_2,ARR,2526,Boazum,2,"Boazum - Mantgum, Station",28238,8241,NOTACCESSIBLE,BUS
ARR_28238_1,ARR,2643,Mantgum Station,1,"Boazum - Mantgum, Station",28238,8241,NOTACCESSIBLE,BUS
AVV_100047_1,AVV,1484,Merkstein August-Schmidt-Platz,1,,100047,47,UNKNOWN,BUS
AVV_100047_2,AVV,1665,Hüls Friedhof + Elleter Feld,2,,100047,47,UNKNOWN,BUS
ARR_28567_1,ARR,2302,Drachten Transferium,1,"De Wilgen - Drachten, Transferium Oost",28567,6581,NOTACCESSIBLE,BUS
ARR_28567_2,ARR,2440,De Wilgen,2,"De Wilgen - Drachten, Transferium Oost",28567,6581,NOTACCESSIBLE,BUS
QBUZZ_u031_1,QBUZZ,2683,Bilthoven Station,1,IJsselstein - Science Park - Bilthoven,u031,31,ACCESSIBLE,BUS
QBUZZ_u031_2,QBUZZ,2679,IJsselstein,2,IJsselstein - Science Park - Bilthoven,u031,31,ACCESSIBLE,BUS
GVB_21_1,GVB,GZV,Geuzenveld,1,Centraal Station - Geuzenveld,21,21,ACCESSIBLE,BUS
GVB_21_2,GVB,CS,Centraal Station,2,Centraal Station - Geuzenveld,21,21,ACCESSIBLE,BUS
CXX_N092_2,CXX,N09213404,Zaandam De Vlinder,2,Amsterdam Station Noord - Zaandam De Vlinder,N092,292,ACCESSIBLE,BUS
QBUZZ_d059_1,QBUZZ,315,Gieten,1,Exloo - Gieten,d059,59,ACCESSIBLE,BUS
CXX_N092_1,CXX,N09202994,Zaandam Station,1,Amsterdam Station Noord - Zaandam De Vlinder,N092,292,ACCESSIBLE,BUS
QBUZZ_d059_2,QBUZZ,1312,Exloo,2,Exloo - Gieten,d059,59,ACCESSIBLE,BUS
ARR_17870_2,ARR,1931,Schiphol Airport,2,Alphen aan den Rijn - Schiphol Airport,17870,870,UNKNOWN,BUS
HTM_19_2,HTM,44;44,Leidschendam,2,Delft Noord - Leidschendam leidsenhage,19,19,UNKNOWN,TRAM
HTM_19_1,HTM,17;17,Station Delft,1,Delft Noord - Leidschendam leidsenhage,19,19,UNKNOWN,TRAM
AVV_100955_2,AVV,1490,Brand,2,,100955,55V,UNKNOWN,BUS
AVV_100702_2,AVV,1460,Elisenbrunnen,2,,100702,N2,UNKNOWN,BUS
AVV_100702_1,AVV,1764,Nachtexpress Richterich - Locht,1,,100702,N2,UNKNOWN,BUS
CXX_Z630_2,CXX,Z63002177,Hellevoetsluis A.I. Laan,2,Hellevoetsluis-Middelharnis,Z630,630,ACCESSIBLE,BUS
ARR_28197_2,ARR,2517,Boer,2,"Boer - Franeker, Voorstraat",28197,8041,NOTACCESSIBLE,BUS
ARR_28197_1,ARR,1853,Franeker Voorstraat,1,"Boer - Franeker, Voorstraat",28197,8041,NOTACCESSIBLE,BUS
ARR_28536_1,ARR,2315,Oosterwolde Busstation,1,"Zandhuizen - Oosterwolde, Busstation",28536,6482,NOTACCESSIBLE,BUS
ARR_28536_2,ARR,2761,Zandhuizen Zandhuizerweg,2,"Zandhuizen - Oosterwolde, Busstation",28536,6482,NOTACCESSIBLE,BUS
CXX_Z630_1,CXX,Z63048546,Sommelsdijk Campus,1,Hellevoetsluis-Middelharnis,Z630,630,ACCESSIBLE,BUS
ARR_28403_1,ARR,1739,Buitenpost Station,1,"Twijzelerheide - Buitenpost, Station",28403,6011,NOTACCESSIBLE,BUS
GVB_288_1,GVB,NNSN,Nieuw Sloten,1,Centraal Station - Nieuw Sloten,288,N88,ACCESSIBLE,BUS
CXX_M097_2,CXX,M097267022,Nieuw-Vennep via Airport,2,Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS,M097,N97,ACCESSIBLE,BUS
ARR_28403_2,ARR,2730,Twijzelerheide Doarpsstr,2,"Twijzelerheide - Buitenpost, Station",28403,6011,NOTACCESSIBLE,BUS
GVB_288_2,GVB,NCS,Centraal Station,2,Centraal Station - Nieuw Sloten,288,N88,ACCESSIBLE,BUS
ARR_6042_1,ARR,6000,Tiel,1,Tiel - Druten,6042,42,UNKNOWN,BUS
ARR_6042_2,ARR,6004,Druten,2,Tiel - Druten,6042,42,UNKNOWN,BUS
ARR_17870_1,ARR,1900,Alphen a/d Rijn,1,Alphen aan den Rijn - Schiphol Airport,17870,870,UNKNOWN,BUS
CXX_L016_1,CXX,L01615928,Eindhoven Station,1,Veldhoven MMC - Eindhoven Station,L016,16,ACCESSIBLE,BUS
CXX_M097_1,CXX,M09738724,Amsterdam CS,1,Nieuw-Vennep P+R Getsewoud Zuid - Amsterdam CS,M097,N97,ACCESSIBLE,BUS
RET_64_2,RET,TSFE---,Stadion Feyenoord,2,Rotterdam Centraal - Stadion Feijenoord,64,12,UNKNOWN,TRAM
ARR_8198_1,ARR,8067,Neede,1,Neede via Borculo - Groenlo,8198,198,UNKNOWN,BUS
RET_64_1,RET,TSFE---,Stadion Feyenoord,1,Rotterdam Centraal - Stadion Feijenoord,64,12,UNKNOWN,TRAM
ARR_8198_2,ARR,8066,Groenlo,2,Neede via Borculo - Groenlo,8198,198,UNKNOWN,BUS
CXX_L016_2,CXX,L01616212,Veldhoven MMC,2,Veldhoven MMC - Eindhoven Station,L016,16,ACCESSIBLE,BUS
KEOLIS_5120_2,KEOLIS,5187,Utrecht CS,2,Utrecht - Amsterdam,5120,120,ACCESSIBLE,BUS
KEOLIS_5120_1,KEOLIS,5103,Amsterdam Bijlmer ArenA,1,Utrecht - Amsterdam,5120,120,ACCESSIBLE,BUS
ARR_17021_2,ARR,1953,Noordwijk,2,Leiden Centraal via Boerenburg - Noordwijk,17021,21,UNKNOWN,BUS
AVV_100052_1,AVV,1561,Eschweiler Bushof,1,,100052,52,UNKNOWN,BUS
